West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.4
North,4,0.3333333333333333
North,5,0.375
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.2727272727272727
East,3,0.3
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.4
South,4,0.2222222222222222
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.0
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5
West,2,0.45454545454545453
West,3,0.3
West,4,0.3333333333333333
West,5,0.125
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.45454545454545453
North,3,0.4
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.5
East,4,0.3333333333333333
East,5,0.25
East,6,0.14285714285714285
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.4
South,4,0.3333333333333333
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.36363636363636365
West,3,0.4
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.25
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.45454545454545453
North,3,0.4
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.3
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.3333333333333333
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.36363636363636365
South,3,0.3
South,4,0.3333333333333333
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.25
West,10,0.3333333333333333
West,11,0.0
West,12,0.0
North,1,0.3333333333333333
North,2,0.36363636363636365
North,3,0.3
North,4,0.3333333333333333
North,5,0.25
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.45454545454545453
East,3,0.4
East,4,0.3333333333333333
East,5,0.25
East,6,0.14285714285714285
East,7,0.16666666666666666
East,8,0.0
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.0
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.3333333333333333
West,2,0.2727272727272727
West,3,0.3
West,4,0.3333333333333333
West,5,0.375
West,6,0.42857142857142855
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.4
North,4,0.2222222222222222
North,5,0.25
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.45454545454545453
East,3,0.4
East,4,0.2222222222222222
East,5,0.25
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.0
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.3
South,4,0.3333333333333333
South,5,0.375
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.5
North,2,0.36363636363636365
North,3,0.3
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.3333333333333333
East,2,0.36363636363636365
East,3,0.3
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.4
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.2727272727272727
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5
West,2,0.36363636363636365
West,3,0.4
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.3333333333333333
North,2,0.36363636363636365
North,3,0.3
North,4,0.2222222222222222
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.45454545454545453
East,3,0.4
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.3
South,4,0.3333333333333333
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.3333333333333333
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.2727272727272727
West,3,0.3
West,4,0.2222222222222222
West,5,0.25
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.0
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.2
North,4,0.2222222222222222
North,5,0.25
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.36363636363636365
East,3,0.3
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.2727272727272727
West,3,0.3
West,4,0.2222222222222222
West,5,0.25
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.25
West,10,0.3333333333333333
West,11,0.0
West,12,0.0
North,1,0.5833333333333334
North,2,0.36363636363636365
North,3,0.4
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.4
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.3333333333333333
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.3
South,4,0.3333333333333333
South,5,0.25
South,6,0.14285714285714285
South,7,0.0
South,8,0.0
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.45454545454545453
West,3,0.4
West,4,0.3333333333333333
West,5,0.375
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.4
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.5
North,2,0.45454545454545453
North,3,0.4
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.4
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.2727272727272727
East,3,0.3
East,4,0.2222222222222222
East,5,0.125
East,6,0.14285714285714285
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.3333333333333333
South,2,0.2727272727272727
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.2857142857142857
South,7,0.3333333333333333
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5833333333333334
West,2,0.45454545454545453
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.5
North,2,0.36363636363636365
North,3,0.3
North,4,0.2222222222222222
North,5,0.25
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.3333333333333333
North,11,0.0
North,12,0.0
East,1,0.3333333333333333
East,2,0.2727272727272727
East,3,0.3
East,4,0.2222222222222222
East,5,0.25
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.36363636363636365
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.36363636363636365
West,3,0.4
West,4,0.3333333333333333
West,5,0.375
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.2727272727272727
North,3,0.3
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.4
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.45454545454545453
South,3,0.4
South,4,0.4444444444444444
South,5,0.375
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.36363636363636365
West,3,0.3
West,4,0.2222222222222222
West,5,0.25
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.25
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.45454545454545453
North,3,0.4
North,4,0.3333333333333333
North,5,0.375
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.25
North,10,0.3333333333333333
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.36363636363636365
East,3,0.4
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.4
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.3333333333333333
South,2,0.2727272727272727
South,3,0.4
South,4,0.3333333333333333
South,5,0.25
South,6,0.2857142857142857
South,7,0.3333333333333333
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.3333333333333333
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.3
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.3333333333333333
East,2,0.2727272727272727
East,3,0.2
East,4,0.2222222222222222
East,5,0.25
East,6,0.14285714285714285
East,7,0.16666666666666666
East,8,0.0
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.36363636363636365
South,3,0.4
South,4,0.3333333333333333
South,5,0.375
South,6,0.2857142857142857
South,7,0.3333333333333333
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.3333333333333333
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.3
North,4,0.3333333333333333
North,5,0.375
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.4
North,9,0.25
North,10,0.3333333333333333
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.45454545454545453
East,3,0.5
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.45454545454545453
South,3,0.4
South,4,0.3333333333333333
South,5,0.375
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.45454545454545453
West,3,0.4
West,4,0.3333333333333333
West,5,0.375
West,6,0.42857142857142855
West,7,0.3333333333333333
West,8,0.4
West,9,0.5
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.5
North,2,0.36363636363636365
North,3,0.3
North,4,0.3333333333333333
North,5,0.375
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.3333333333333333
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.45454545454545453
East,3,0.3
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.45454545454545453
South,3,0.4
South,4,0.2222222222222222
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.3333333333333333
West,2,0.45454545454545453
West,3,0.3
West,4,0.3333333333333333
West,5,0.375
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.4
North,4,0.3333333333333333
North,5,0.375
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.4
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.2
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.3333333333333333
South,2,0.36363636363636365
South,3,0.3
South,4,0.3333333333333333
South,5,0.375
South,6,0.2857142857142857
South,7,0.3333333333333333
South,8,0.2
South,9,0.25
South,10,0.3333333333333333
South,11,0.0
South,12,0.0
West,1,0.5833333333333334
West,2,0.45454545454545453
West,3,0.4
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.25
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.4
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.0
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.36363636363636365
East,3,0.3
East,4,0.3333333333333333
East,5,0.25
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.45454545454545453
South,3,0.4
South,4,0.4444444444444444
South,5,0.5
South,6,0.2857142857142857
South,7,0.3333333333333333
South,8,0.2
South,9,0.25
South,10,0.3333333333333333
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.45454545454545453
West,3,0.3
West,4,0.3333333333333333
West,5,0.125
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.0
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.5833333333333334
North,2,0.45454545454545453
North,3,0.3
North,4,0.3333333333333333
North,5,0.25
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.3
East,4,0.2222222222222222
East,5,0.25
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.2
South,4,0.2222222222222222
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.6666666666666666
West,2,0.45454545454545453
West,3,0.4
West,4,0.3333333333333333
West,5,0.375
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.4
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.3333333333333333
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.36363636363636365
East,3,0.4
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.36363636363636365
South,3,0.4
South,4,0.3333333333333333
South,5,0.375
South,6,0.2857142857142857
South,7,0.3333333333333333
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.25
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.45454545454545453
North,3,0.3
North,4,0.3333333333333333
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.3
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.2
East,9,0.25
East,10,0.3333333333333333
East,11,0.0
East,12,0.0
South,1,0.3333333333333333
South,2,0.36363636363636365
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5
West,2,0.36363636363636365
West,3,0.4
West,4,0.3333333333333333
West,5,0.375
West,6,0.2857142857142857
West,7,0.16666666666666666
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.4
North,4,0.4444444444444444
North,5,0.375
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.5
East,2,0.45454545454545453
East,3,0.4
East,4,0.4444444444444444
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.3333333333333333
East,11,0.0
East,12,0.0
South,1,0.5
South,2,0.36363636363636365
South,3,0.4
South,4,0.3333333333333333
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5833333333333334
West,2,0.45454545454545453
West,3,0.3
West,4,0.2222222222222222
West,5,0.375
West,6,0.14285714285714285
West,7,0.16666666666666666
West,8,0.2
West,9,0.25
West,10,0.3333333333333333
West,11,0.0
West,12,0.0
North,1,0.5
North,2,0.36363636363636365
North,3,0.4
North,4,0.3333333333333333
North,5,0.375
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.2727272727272727
East,3,0.3
East,4,0.2222222222222222
East,5,0.25
East,6,0.14285714285714285
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.36363636363636365
South,3,0.4
South,4,0.2222222222222222
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.45454545454545453
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.3333333333333333
North,2,0.36363636363636365
North,3,0.3
North,4,0.2222222222222222
North,5,0.25
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.45454545454545453
East,3,0.4
East,4,0.3333333333333333
East,5,0.375
East,6,0.2857142857142857
East,7,0.16666666666666666
East,8,0.2
East,9,0.25
East,10,0.3333333333333333
East,11,0.0
East,12,0.0
South,1,0.5833333333333334
South,2,0.45454545454545453
South,3,0.5
South,4,0.3333333333333333
South,5,0.375
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.25
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.4166666666666667
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.375
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.5
North,2,0.45454545454545453
North,3,0.4
North,4,0.2222222222222222
North,5,0.25
North,6,0.2857142857142857
North,7,0.16666666666666666
North,8,0.2
North,9,0.25
North,10,0.3333333333333333
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.3
East,4,0.3333333333333333
East,5,0.375
East,6,0.14285714285714285
East,7,0.16666666666666666
East,8,0.2
East,9,0.0
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.4166666666666667
South,2,0.45454545454545453
South,3,0.3
South,4,0.3333333333333333
South,5,0.25
South,6,0.14285714285714285
South,7,0.16666666666666666
South,8,0.0
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.3333333333333333
West,2,0.36363636363636365
West,3,0.3
West,4,0.3333333333333333
West,5,0.25
West,6,0.2857142857142857
West,7,0.3333333333333333
West,8,0.2
West,9,0.25
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.45454545454545453
North,3,0.3
North,4,0.3333333333333333
North,5,0.125
North,6,0.14285714285714285
North,7,0.16666666666666666
North,8,0.2
North,9,0.0
North,10,0.0
North,11,0.0
North,12,0.0
East,1,0.4166666666666667
East,2,0.36363636363636365
East,3,0.3
East,4,0.2222222222222222
East,5,0.25
East,6,0.2857142857142857
East,7,0.3333333333333333
East,8,0.4
East,9,0.25
East,10,0.0
East,11,0.0
East,12,0.0
South,1,0.25
South,2,0.2727272727272727
South,3,0.3
South,4,0.2222222222222222
South,5,0.25
South,6,0.2857142857142857
South,7,0.16666666666666666
South,8,0.2
South,9,0.0
South,10,0.0
South,11,0.0
South,12,0.0
West,1,0.5
West,2,0.5454545454545454
West,3,0.5
West,4,0.4444444444444444
West,5,0.375
West,6,0.42857142857142855
West,7,0.3333333333333333
West,8,0.4
West,9,0.0
West,10,0.0
West,11,0.0
West,12,0.0
North,1,0.4166666666666667
North,2,0.36363636363636365
North,3,0.3
